62, 85, 1, 1, 23.0, -12.0, -7.0, 18.0, -15.0, -18.0, -3.0, 16.0, -22.0, -5.0, 1.0, -31.0, 24.0, -5.0, 69.0, -29.0, 18.0, -37.0, -39.0, -16.0, -16.0, -33.0, -44.0, -36.0, -13.0, 0.0, 6.0, 18.0, 2.0, 14.0, -1, 1, 11, 4.312
62, 85, 1, 2, 12.0, 21.0, 31.0, 1.0, 30.0, 19.0, -16.0, -18.0, -12.0, 32.0, 35.0, 18.0, -25.0, -39.0, -3.0, 3.0, 3.0, 15.0, -1.0, 58.0, -12.0, 19.0, 17.0, -15.0, -9.0, 38.0, 36.0, -10.0, 10.0, 39.0, 1, 1, 20, 7.696
62, 85, 1, 3, -66.0, 4.0, 27.0, 14.0, -32.0, -15.0, -19.0, -33.0, -20.0, 19.0, -10.0, 2.0, 24.0, -38.0, 34.0, -21.0, -19.0, -1.0, -18.0, -39.0, 0.0, 11.0, -13.0, -78.0, 14.0, 14.0, -2.0, 16.0, -0.0, -14.0, -1, -1, 8, 3.114
62, 85, 1, 4, 28.0, 3.0, -49.0, 56.0, -14.0, -4.0, -6.0, -4.0, -12.0, -31.0, -47.0, 3.0, -28.0, -27.0, -67.0, 14.0, 24.0, -22.0, -17.0, -53.0, -59.0, -7.0, -33.0, 3.0, 4.0, -35.0, -12.0, -5.0, 22.0, -54.0, -1, -1, 14, 5.274
62, 85, 1, 5, -44.0, -9.0, 29.0, -8.0, 7.0, 4.0, 8.0, -26.0, -59.0, -28.0, 0.0, -39.0, 25.0, 1.0, -52.0, 1.0, -3.0, -15.0, 10.0, -12.0, 15.0, 47.0, 35.0, 29.0, -55.0, -16.0, -22.0, -8.0, -9.0, -18.0, -1, -1, 15, 5.656
62, 85, 1, 6, 12.0, 13.0, -9.0, 50.0, 67.0, 1.0, -6.0, -15.0, 14.0, 3.0, -19.0, 1.0, -16.0, -3.0, 43.0, 10.0, 39.0, 8.0, -3.0, 1.0, 5.0, 23.0, 46.0, 14.0, 45.0, -12.0, 45.0, -2.0, 40.0, -13.0, 1, 1, 10, 3.832
62, 85, 1, 7, 42.0, 52.0, 33.0, -3.0, -17.0, -1.0, 1.0, -1.0, 0.0, 23.0, 24.0, 23.0, -20.0, 3.0, -32.0, 37.0, 50.0, 33.0, -14.0, -11.0, -5.0, 43.0, -21.0, -14.0, 3.0, -5.0, 20.0, -5.0, 19.0, 47.0, 1, 1, 17, 6.517
62, 85, 1, 8, -20.0, -4.0, -1.0, -37.0, 4.0, -12.0, -29.0, 22.0, -45.0, 16.0, -1.0, -6.0, -10.0, 7.0, 6.0, -14.0, -50.0, -18.0, 14.0, -43.0, 5.0, -23.0, 36.0, -9.0, 21.0, -32.0, -25.0, -23.0, 9.0, -25.0, -1, -1, 13, 5.051
62, 85, 1, 9, 15.0, -4.0, -12.0, 5.0, 3.0, 19.0, -10.0, 11.0, 8.0, -17.0, 1.0, 11.0, 11.0, 18.0, 13.0, 29.0, -2.0, -13.0, -38.0, 44.0, 28.0, -19.0, 49.0, -23.0, 6.0, 19.0, 22.0, 4.0, -12.0, 35.0, 1, 1, 16, 6.072
62, 85, 1, 10, -24.0, -37.0, -22.0, -32.0, 1.0, -18.0, 15.0, -34.0, -41.0, 6.0, -19.0, -10.0, -57.0, 2.0, -49.0, 5.0, 3.0, 47.0, -9.0, 32.0, -22.0, -1.0, -36.0, -39.0, 6.0, -7.0, 15.0, -32.0, 14.0, 16.0, -1, -1, 9, 3.587
62, 85, 1, 11, 27.0, 6.0, 13.0, 24.0, 4.0, 13.0, 7.0, 16.0, 17.0, -9.0, 48.0, -22.0, -12.0, 6.0, -25.0, -3.0, 14.0, 9.0, -20.0, 2.0, -3.0, 29.0, -24.0, 67.0, -20.0, -8.0, 20.0, 64.0, -16.0, 7.0, 1, 1, 16, 6.0
62, 85, 1, 12, 28.0, 0.0, -45.0, 19.0, 31.0, -10.0, -24.0, 33.0, 16.0, -35.0, -18.0, 74.0, -14.0, 2.0, -48.0, -4.0, -7.0, 23.0, 22.0, 3.0, 34.0, 15.0, 39.0, 24.0, 38.0, 4.0, -27.0, 24.0, -6.0, -26.0, 1, 1, 14, 5.306
